event_id,context,pid,engine_step_id,forward_id,phase,total_num_scheduled_tokens,layer_id,layer_type,q_len,hidden_shape_in,residual_shape_in,positions_shape,hidden_shape_out,residual_shape_out,matched,fx_sampled,fx_traced,fx_trace_status,fx_node_count,trace_dir,error,duration_ns
input1_layer59,16-32K,51738,1,1,prefill_chunk,4096,59,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2346981
input1_layer60,16-32K,51738,1,1,prefill_chunk,4096,60,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3647893
input1_layer61,16-32K,51738,1,1,prefill_chunk,4096,61,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3656362
input1_layer62,16-32K,51738,1,1,prefill_chunk,4096,62,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3645683
input1_layer63,16-32K,51738,1,1,prefill_chunk,4096,63,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2370632
input2_layer0,16-32K,51738,2,2,prefill_chunk,4096,0,linear_attention,4096,"[4096,5120]",null,"[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,6373227
input2_layer1,16-32K,51738,2,2,prefill_chunk,4096,1,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,6706750
input2_layer2,16-32K,51738,2,2,prefill_chunk,4096,2,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3426921
input2_layer3,16-32K,51738,2,2,prefill_chunk,4096,3,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2300881
input2_layer4,16-32K,51738,2,2,prefill_chunk,4096,4,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3399870
input2_layer5,16-32K,51738,2,2,prefill_chunk,4096,5,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3364020
input2_layer6,16-32K,51738,2,2,prefill_chunk,4096,6,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3357700
input2_layer7,16-32K,51738,2,2,prefill_chunk,4096,7,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2215969
input2_layer8,16-32K,51738,2,2,prefill_chunk,4096,8,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3405570
input2_layer9,16-32K,51738,2,2,prefill_chunk,4096,9,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3417311
input2_layer10,16-32K,51738,2,2,prefill_chunk,4096,10,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3405401
input2_layer11,16-32K,51738,2,2,prefill_chunk,4096,11,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2209660
input2_layer12,16-32K,51738,2,2,prefill_chunk,4096,12,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3459281
input2_layer13,16-32K,51738,2,2,prefill_chunk,4096,13,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3415801
input2_layer14,16-32K,51738,2,2,prefill_chunk,4096,14,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3478641
input2_layer15,16-32K,51738,2,2,prefill_chunk,4096,15,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2245720
input2_layer16,16-32K,51738,2,2,prefill_chunk,4096,16,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3490201
input2_layer17,16-32K,51738,2,2,prefill_chunk,4096,17,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3499831
input2_layer18,16-32K,51738,2,2,prefill_chunk,4096,18,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3479881
input2_layer19,16-32K,51738,2,2,prefill_chunk,4096,19,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2243570
input2_layer20,16-32K,51738,2,2,prefill_chunk,4096,20,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,4157687
input2_layer21,16-32K,51738,2,2,prefill_chunk,4096,21,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3498442
input2_layer22,16-32K,51738,2,2,prefill_chunk,4096,22,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3490631
input2_layer23,16-32K,51738,2,2,prefill_chunk,4096,23,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2256841
input2_layer24,16-32K,51738,2,2,prefill_chunk,4096,24,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3521361
input2_layer25,16-32K,51738,2,2,prefill_chunk,4096,25,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3507551
input2_layer26,16-32K,51738,2,2,prefill_chunk,4096,26,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3495371
input2_layer27,16-32K,51738,2,2,prefill_chunk,4096,27,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2264091
input2_layer28,16-32K,51738,2,2,prefill_chunk,4096,28,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3552672
input2_layer29,16-32K,51738,2,2,prefill_chunk,4096,29,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3526371
input2_layer30,16-32K,51738,2,2,prefill_chunk,4096,30,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3530852
input2_layer31,16-32K,51738,2,2,prefill_chunk,4096,31,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",True,True,True,ok,155,profile_runs/selected_layer_fx_20260707_codex/contexts/16-32K/fx_trace/traces/input2_layer31,,2404032
input2_layer32,16-32K,51738,2,2,prefill_chunk,4096,32,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,4399689
input2_layer33,16-32K,51738,2,2,prefill_chunk,4096,33,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3659432
input2_layer34,16-32K,51738,2,2,prefill_chunk,4096,34,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3598262
input2_layer35,16-32K,51738,2,2,prefill_chunk,4096,35,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2426562
input2_layer36,16-32K,51738,2,2,prefill_chunk,4096,36,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3603092
input2_layer37,16-32K,51738,2,2,prefill_chunk,4096,37,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3610972
input2_layer38,16-32K,51738,2,2,prefill_chunk,4096,38,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3599992
input2_layer39,16-32K,51738,2,2,prefill_chunk,4096,39,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2329911
input2_layer40,16-32K,51738,2,2,prefill_chunk,4096,40,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3632633
input2_layer41,16-32K,51738,2,2,prefill_chunk,4096,41,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3625992
input2_layer42,16-32K,51738,2,2,prefill_chunk,4096,42,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3647513
input2_layer43,16-32K,51738,2,2,prefill_chunk,4096,43,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2328420
input2_layer44,16-32K,51738,2,2,prefill_chunk,4096,44,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3661303
input2_layer45,16-32K,51738,2,2,prefill_chunk,4096,45,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3624312
input2_layer46,16-32K,51738,2,2,prefill_chunk,4096,46,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3618603
input2_layer47,16-32K,51738,2,2,prefill_chunk,4096,47,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2338691
input2_layer48,16-32K,51738,2,2,prefill_chunk,4096,48,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3664213
input2_layer49,16-32K,51738,2,2,prefill_chunk,4096,49,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3795184
input2_layer50,16-32K,51738,2,2,prefill_chunk,4096,50,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3663483
input2_layer51,16-32K,51738,2,2,prefill_chunk,4096,51,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2343351
input2_layer52,16-32K,51738,2,2,prefill_chunk,4096,52,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3684283
input2_layer53,16-32K,51738,2,2,prefill_chunk,4096,53,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3694033
input2_layer54,16-32K,51738,2,2,prefill_chunk,4096,54,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3693313
input2_layer55,16-32K,51738,2,2,prefill_chunk,4096,55,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2410771
input2_layer56,16-32K,51738,2,2,prefill_chunk,4096,56,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3716573
input2_layer57,16-32K,51738,2,2,prefill_chunk,4096,57,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3711133
input2_layer58,16-32K,51738,2,2,prefill_chunk,4096,58,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3721624
input2_layer59,16-32K,51738,2,2,prefill_chunk,4096,59,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2414112
input2_layer60,16-32K,51738,2,2,prefill_chunk,4096,60,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3730593
input2_layer61,16-32K,51738,2,2,prefill_chunk,4096,61,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3742883
input2_layer62,16-32K,51738,2,2,prefill_chunk,4096,62,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3724663
input2_layer63,16-32K,51738,2,2,prefill_chunk,4096,63,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2410001
input3_layer0,16-32K,51738,3,3,prefill_chunk,4096,0,linear_attention,4096,"[4096,5120]",null,"[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,6359907
input3_layer1,16-32K,51738,3,3,prefill_chunk,4096,1,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3408720
input3_layer2,16-32K,51738,3,3,prefill_chunk,4096,2,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3551681
input3_layer3,16-32K,51738,3,3,prefill_chunk,4096,3,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2265521
input3_layer4,16-32K,51738,3,3,prefill_chunk,4096,4,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3392090
input3_layer5,16-32K,51738,3,3,prefill_chunk,4096,5,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3366170
input3_layer6,16-32K,51738,3,3,prefill_chunk,4096,6,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3365390
input3_layer7,16-32K,51738,3,3,prefill_chunk,4096,7,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2176859
input3_layer8,16-32K,51738,3,3,prefill_chunk,4096,8,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3409840
input3_layer9,16-32K,51738,3,3,prefill_chunk,4096,9,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3396541
input3_layer10,16-32K,51738,3,3,prefill_chunk,4096,10,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3409560
input3_layer11,16-32K,51738,3,3,prefill_chunk,4096,11,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2199580
input3_layer12,16-32K,51738,3,3,prefill_chunk,4096,12,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3458631
input3_layer13,16-32K,51738,3,3,prefill_chunk,4096,13,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3413141
input3_layer14,16-32K,51738,3,3,prefill_chunk,4096,14,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3418261
