event_id,context,pid,engine_step_id,forward_id,phase,total_num_scheduled_tokens,layer_id,layer_type,q_len,matched,instrumented,status,error,duration_ns
input2_layer24,16-32K,72641,2,2,prefill_chunk,4096,24,linear_attention,4096,False,False,ok,,3954515
input2_layer25,16-32K,72641,2,2,prefill_chunk,4096,25,linear_attention,4096,False,False,ok,,3933365
input2_layer26,16-32K,72641,2,2,prefill_chunk,4096,26,linear_attention,4096,False,False,ok,,3899305
input2_layer27,16-32K,72641,2,2,prefill_chunk,4096,27,full_attention,4096,False,False,ok,,2437122
input2_layer28,16-32K,72641,2,2,prefill_chunk,4096,28,linear_attention,4096,False,False,ok,,3964185
input2_layer29,16-32K,72641,2,2,prefill_chunk,4096,29,linear_attention,4096,False,False,ok,,3946015
input2_layer30,16-32K,72641,2,2,prefill_chunk,4096,30,linear_attention,4096,False,False,ok,,3970975
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,True,True,ok,,1146318580
input2_layer32,16-32K,72641,2,2,prefill_chunk,4096,32,linear_attention,4096,False,False,ok,,4355459
input2_layer33,16-32K,72641,2,2,prefill_chunk,4096,33,linear_attention,4096,False,False,ok,,3817624
input2_layer34,16-32K,72641,2,2,prefill_chunk,4096,34,linear_attention,4096,False,False,ok,,3809554
input2_layer35,16-32K,72641,2,2,prefill_chunk,4096,35,full_attention,4096,False,False,ok,,2449562
input2_layer36,16-32K,72641,2,2,prefill_chunk,4096,36,linear_attention,4096,False,False,ok,,3820054
input2_layer37,16-32K,72641,2,2,prefill_chunk,4096,37,linear_attention,4096,False,False,ok,,3815213
input2_layer38,16-32K,72641,2,2,prefill_chunk,4096,38,linear_attention,4096,False,False,ok,,3931074
input2_layer39,16-32K,72641,2,2,prefill_chunk,4096,39,full_attention,4096,False,False,ok,,2406501
input2_layer40,16-32K,72641,2,2,prefill_chunk,4096,40,linear_attention,4096,False,False,ok,,3848734
input2_layer41,16-32K,72641,2,2,prefill_chunk,4096,41,linear_attention,4096,False,False,ok,,3838044
input2_layer42,16-32K,72641,2,2,prefill_chunk,4096,42,linear_attention,4096,False,False,ok,,3841044
input2_layer43,16-32K,72641,2,2,prefill_chunk,4096,43,full_attention,4096,False,False,ok,,2398111
input2_layer44,16-32K,72641,2,2,prefill_chunk,4096,44,linear_attention,4096,False,False,ok,,3861514
input2_layer45,16-32K,72641,2,2,prefill_chunk,4096,45,linear_attention,4096,False,False,ok,,3856464
input2_layer46,16-32K,72641,2,2,prefill_chunk,4096,46,linear_attention,4096,False,False,ok,,3866135
input2_layer47,16-32K,72641,2,2,prefill_chunk,4096,47,full_attention,4096,False,False,ok,,2409141
input2_layer48,16-32K,72641,2,2,prefill_chunk,4096,48,linear_attention,4096,False,False,ok,,3866254
input2_layer49,16-32K,72641,2,2,prefill_chunk,4096,49,linear_attention,4096,False,False,ok,,3862514
input2_layer50,16-32K,72641,2,2,prefill_chunk,4096,50,linear_attention,4096,False,False,ok,,3861305
input2_layer51,16-32K,72641,2,2,prefill_chunk,4096,51,full_attention,4096,False,False,ok,,2419321
input2_layer52,16-32K,72641,2,2,prefill_chunk,4096,52,linear_attention,4096,False,False,ok,,3917214
input2_layer53,16-32K,72641,2,2,prefill_chunk,4096,53,linear_attention,4096,False,False,ok,,3895555
input2_layer54,16-32K,72641,2,2,prefill_chunk,4096,54,linear_attention,4096,False,False,ok,,3904144
input2_layer55,16-32K,72641,2,2,prefill_chunk,4096,55,full_attention,4096,False,False,ok,,2450822
input2_layer56,16-32K,72641,2,2,prefill_chunk,4096,56,linear_attention,4096,False,False,ok,,4107897
input2_layer57,16-32K,72641,2,2,prefill_chunk,4096,57,linear_attention,4096,False,False,ok,,3932815
input2_layer58,16-32K,72641,2,2,prefill_chunk,4096,58,linear_attention,4096,False,False,ok,,3934345
input2_layer59,16-32K,72641,2,2,prefill_chunk,4096,59,full_attention,4096,False,False,ok,,2451602
input2_layer60,16-32K,72641,2,2,prefill_chunk,4096,60,linear_attention,4096,False,False,ok,,3942185
input2_layer61,16-32K,72641,2,2,prefill_chunk,4096,61,linear_attention,4096,False,False,ok,,3917434
input2_layer62,16-32K,72641,2,2,prefill_chunk,4096,62,linear_attention,4096,False,False,ok,,3955745
input2_layer63,16-32K,72641,2,2,prefill_chunk,4096,63,full_attention,4096,False,False,ok,,2470882
input3_layer0,16-32K,72641,3,3,prefill_chunk,4096,0,linear_attention,4096,False,False,ok,,6577498
input3_layer1,16-32K,72641,3,3,prefill_chunk,4096,1,linear_attention,4096,False,False,ok,,3820494
input3_layer2,16-32K,72641,3,3,prefill_chunk,4096,2,linear_attention,4096,False,False,ok,,3788654
input3_layer3,16-32K,72641,3,3,prefill_chunk,4096,3,full_attention,4096,False,False,ok,,2425972
input3_layer4,16-32K,72641,3,3,prefill_chunk,4096,4,linear_attention,4096,False,False,ok,,3840595
input3_layer5,16-32K,72641,3,3,prefill_chunk,4096,5,linear_attention,4096,False,False,ok,,3795973
input3_layer6,16-32K,72641,3,3,prefill_chunk,4096,6,linear_attention,4096,False,False,ok,,3794534
input3_layer7,16-32K,72641,3,3,prefill_chunk,4096,7,full_attention,4096,False,False,ok,,2398421
input3_layer8,16-32K,72641,3,3,prefill_chunk,4096,8,linear_attention,4096,False,False,ok,,4029106
input3_layer9,16-32K,72641,3,3,prefill_chunk,4096,9,linear_attention,4096,False,False,ok,,3844914
input3_layer10,16-32K,72641,3,3,prefill_chunk,4096,10,linear_attention,4096,False,False,ok,,3854104
input3_layer11,16-32K,72641,3,3,prefill_chunk,4096,11,full_attention,4096,False,False,ok,,2424452
input3_layer12,16-32K,72641,3,3,prefill_chunk,4096,12,linear_attention,4096,False,False,ok,,3888335
input3_layer13,16-32K,72641,3,3,prefill_chunk,4096,13,linear_attention,4096,False,False,ok,,3856584
input3_layer14,16-32K,72641,3,3,prefill_chunk,4096,14,linear_attention,4096,False,False,ok,,3873924
input3_layer15,16-32K,72641,3,3,prefill_chunk,4096,15,full_attention,4096,False,False,ok,,2433842
input3_layer16,16-32K,72641,3,3,prefill_chunk,4096,16,linear_attention,4096,False,False,ok,,3937785
input3_layer17,16-32K,72641,3,3,prefill_chunk,4096,17,linear_attention,4096,False,False,ok,,3894335
input3_layer18,16-32K,72641,3,3,prefill_chunk,4096,18,linear_attention,4096,False,False,ok,,3884184
input3_layer19,16-32K,72641,3,3,prefill_chunk,4096,19,full_attention,4096,False,False,ok,,2439401
input3_layer20,16-32K,72641,3,3,prefill_chunk,4096,20,linear_attention,4096,False,False,ok,,3902835
input3_layer21,16-32K,72641,3,3,prefill_chunk,4096,21,linear_attention,4096,False,False,ok,,3903395
input3_layer22,16-32K,72641,3,3,prefill_chunk,4096,22,linear_attention,4096,False,False,ok,,3914215
input3_layer23,16-32K,72641,3,3,prefill_chunk,4096,23,full_attention,4096,False,False,ok,,2472072
input3_layer24,16-32K,72641,3,3,prefill_chunk,4096,24,linear_attention,4096,False,False,ok,,3955965
input3_layer25,16-32K,72641,3,3,prefill_chunk,4096,25,linear_attention,4096,False,False,ok,,3967226
input3_layer26,16-32K,72641,3,3,prefill_chunk,4096,26,linear_attention,4096,False,False,ok,,4209377
input3_layer27,16-32K,72641,3,3,prefill_chunk,4096,27,full_attention,4096,False,False,ok,,2491683
input3_layer28,16-32K,72641,3,3,prefill_chunk,4096,28,linear_attention,4096,False,False,ok,,3994026
input3_layer29,16-32K,72641,3,3,prefill_chunk,4096,29,linear_attention,4096,False,False,ok,,3985966
input3_layer30,16-32K,72641,3,3,prefill_chunk,4096,30,linear_attention,4096,False,False,ok,,3983985
input3_layer31,16-32K,72641,3,3,prefill_chunk,4096,31,full_attention,4096,False,False,ok,,2511932
input3_layer32,16-32K,72641,3,3,prefill_chunk,4096,32,linear_attention,4096,False,False,ok,,4014986
input3_layer33,16-32K,72641,3,3,prefill_chunk,4096,33,linear_attention,4096,False,False,ok,,4013676
input3_layer34,16-32K,72641,3,3,prefill_chunk,4096,34,linear_attention,4096,False,False,ok,,4015105
input3_layer35,16-32K,72641,3,3,prefill_chunk,4096,35,full_attention,4096,False,False,ok,,2495292
input3_layer36,16-32K,72641,3,3,prefill_chunk,4096,36,linear_attention,4096,False,False,ok,,4072806
input3_layer37,16-32K,72641,3,3,prefill_chunk,4096,37,linear_attention,4096,False,False,ok,,4052006
input3_layer38,16-32K,72641,3,3,prefill_chunk,4096,38,linear_attention,4096,False,False,ok,,4036346
input3_layer39,16-32K,72641,3,3,prefill_chunk,4096,39,full_attention,4096,False,False,ok,,2521522
input3_layer40,16-32K,72641,3,3,prefill_chunk,4096,40,linear_attention,4096,False,False,ok,,4053676
input3_layer41,16-32K,72641,3,3,prefill_chunk,4096,41,linear_attention,4096,False,False,ok,,4090187
input3_layer42,16-32K,72641,3,3,prefill_chunk,4096,42,linear_attention,4096,False,False,ok,,4115397
input3_layer43,16-32K,72641,3,3,prefill_chunk,4096,43,full_attention,4096,False,False,ok,,2556283
input3_layer44,16-32K,72641,3,3,prefill_chunk,4096,44,linear_attention,4096,False,False,ok,,4275688
input3_layer45,16-32K,72641,3,3,prefill_chunk,4096,45,linear_attention,4096,False,False,ok,,4136207
input3_layer46,16-32K,72641,3,3,prefill_chunk,4096,46,linear_attention,4096,False,False,ok,,4172117
input3_layer47,16-32K,72641,3,3,prefill_chunk,4096,47,full_attention,4096,False,False,ok,,2573243
input3_layer48,16-32K,72641,3,3,prefill_chunk,4096,48,linear_attention,4096,False,False,ok,,4184948
input3_layer49,16-32K,72641,3,3,prefill_chunk,4096,49,linear_attention,4096,False,False,ok,,4168837
input3_layer50,16-32K,72641,3,3,prefill_chunk,4096,50,linear_attention,4096,False,False,ok,,4258658
input3_layer51,16-32K,72641,3,3,prefill_chunk,4096,51,full_attention,4096,False,False,ok,,2596633
input3_layer52,16-32K,72641,3,3,prefill_chunk,4096,52,linear_attention,4096,False,False,ok,,4268598
input3_layer53,16-32K,72641,3,3,prefill_chunk,4096,53,linear_attention,4096,False,False,ok,,4225087
input3_layer54,16-32K,72641,3,3,prefill_chunk,4096,54,linear_attention,4096,False,False,ok,,4197857
input3_layer55,16-32K,72641,3,3,prefill_chunk,4096,55,full_attention,4096,False,False,ok,,2643973
input3_layer56,16-32K,72641,3,3,prefill_chunk,4096,56,linear_attention,4096,False,False,ok,,4257088
input3_layer57,16-32K,72641,3,3,prefill_chunk,4096,57,linear_attention,4096,False,False,ok,,4319568
input3_layer58,16-32K,72641,3,3,prefill_chunk,4096,58,linear_attention,4096,False,False,ok,,4269878
input3_layer59,16-32K,72641,3,3,prefill_chunk,4096,59,full_attention,4096,False,False,ok,,2635483
input3_layer60,16-32K,72641,3,3,prefill_chunk,4096,60,linear_attention,4096,False,False,ok,,4262818
input3_layer61,16-32K,72641,3,3,prefill_chunk,4096,61,linear_attention,4096,False,False,ok,,4228128
input3_layer62,16-32K,72641,3,3,prefill_chunk,4096,62,linear_attention,4096,False,False,ok,,4473109
input3_layer63,16-32K,72641,3,3,prefill_chunk,4096,63,full_attention,4096,False,False,ok,,2633054
input4_layer0,16-32K,72641,4,4,prefill_chunk,4096,0,linear_attention,4096,False,False,ok,,6714789
input4_layer1,16-32K,72641,4,4,prefill_chunk,4096,1,linear_attention,4096,False,False,ok,,3849624
input4_layer2,16-32K,72641,4,4,prefill_chunk,4096,2,linear_attention,4096,False,False,ok,,3753213
input4_layer3,16-32K,72641,4,4,prefill_chunk,4096,3,full_attention,4096,False,False,ok,,2440162
input4_layer4,16-32K,72641,4,4,prefill_chunk,4096,4,linear_attention,4096,False,False,ok,,3806184
input4_layer5,16-32K,72641,4,4,prefill_chunk,4096,5,linear_attention,4096,False,False,ok,,3775903
input4_layer6,16-32K,72641,4,4,prefill_chunk,4096,6,linear_attention,4096,False,False,ok,,3805394
input4_layer7,16-32K,72641,4,4,prefill_chunk,4096,7,full_attention,4096,False,False,ok,,2374391
input4_layer8,16-32K,72641,4,4,prefill_chunk,4096,8,linear_attention,4096,False,False,ok,,3835334
input4_layer9,16-32K,72641,4,4,prefill_chunk,4096,9,linear_attention,4096,False,False,ok,,4086376
input4_layer10,16-32K,72641,4,4,prefill_chunk,4096,10,linear_attention,4096,False,False,ok,,4063826
input4_layer11,16-32K,72641,4,4,prefill_chunk,4096,11,full_attention,4096,False,False,ok,,2502693
input4_layer12,16-32K,72641,4,4,prefill_chunk,4096,12,linear_attention,4096,False,False,ok,,3939615
input4_layer13,16-32K,72641,4,4,prefill_chunk,4096,13,linear_attention,4096,False,False,ok,,4043496
input4_layer14,16-32K,72641,4,4,prefill_chunk,4096,14,linear_attention,4096,False,False,ok,,3862774
input4_layer15,16-32K,72641,4,4,prefill_chunk,4096,15,full_attention,4096,False,False,ok,,2431652
input4_layer16,16-32K,72641,4,4,prefill_chunk,4096,16,linear_attention,4096,False,False,ok,,3915505
input4_layer17,16-32K,72641,4,4,prefill_chunk,4096,17,linear_attention,4096,False,False,ok,,3881294
input4_layer18,16-32K,72641,4,4,prefill_chunk,4096,18,linear_attention,4096,False,False,ok,,3863655
input4_layer19,16-32K,72641,4,4,prefill_chunk,4096,19,full_attention,4096,False,False,ok,,2433692
input4_layer20,16-32K,72641,4,4,prefill_chunk,4096,20,linear_attention,4096,False,False,ok,,3926665
input4_layer21,16-32K,72641,4,4,prefill_chunk,4096,21,linear_attention,4096,False,False,ok,,3925765
input4_layer22,16-32K,72641,4,4,prefill_chunk,4096,22,linear_attention,4096,False,False,ok,,3951605
input4_layer23,16-32K,72641,4,4,prefill_chunk,4096,23,full_attention,4096,False,False,ok,,2447681
input4_layer24,16-32K,72641,4,4,prefill_chunk,4096,24,linear_attention,4096,False,False,ok,,3974375
input4_layer25,16-32K,72641,4,4,prefill_chunk,4096,25,linear_attention,4096,False,False,ok,,3916085
input4_layer26,16-32K,72641,4,4,prefill_chunk,4096,26,linear_attention,4096,False,False,ok,,4000576
input4_layer27,16-32K,72641,4,4,prefill_chunk,4096,27,full_attention,4096,False,False,ok,,2438252
input4_layer28,16-32K,72641,4,4,prefill_chunk,4096,28,linear_attention,4096,False,False,ok,,3957145
input4_layer29,16-32K,72641,4,4,prefill_chunk,4096,29,linear_attention,4096,False,False,ok,,3923445
input4_layer30,16-32K,72641,4,4,prefill_chunk,4096,30,linear_attention,4096,False,False,ok,,3962475
input4_layer31,16-32K,72641,4,4,prefill_chunk,4096,31,full_attention,4096,False,False,ok,,2481322
input4_layer32,16-32K,72641,4,4,prefill_chunk,4096,32,linear_attention,4096,False,False,ok,,4167087
input4_layer33,16-32K,72641,4,4,prefill_chunk,4096,33,linear_attention,4096,False,False,ok,,4014185
input4_layer34,16-32K,72641,4,4,prefill_chunk,4096,34,linear_attention,4096,False,False,ok,,4028286
input4_layer35,16-32K,72641,4,4,prefill_chunk,4096,35,full_attention,4096,False,False,ok,,2507592
input4_layer36,16-32K,72641,4,4,prefill_chunk,4096,36,linear_attention,4096,False,False,ok,,4053966
input4_layer37,16-32K,72641,4,4,prefill_chunk,4096,37,linear_attention,4096,False,False,ok,,4056466
input4_layer38,16-32K,72641,4,4,prefill_chunk,4096,38,linear_attention,4096,False,False,ok,,4213798
input4_layer39,16-32K,72641,4,4,prefill_chunk,4096,39,full_attention,4096,False,False,ok,,2585003
input4_layer40,16-32K,72641,4,4,prefill_chunk,4096,40,linear_attention,4096,False,False,ok,,4135237
input4_layer41,16-32K,72641,4,4,prefill_chunk,4096,41,linear_attention,4096,False,False,ok,,4088986
input4_layer42,16-32K,72641,4,4,prefill_chunk,4096,42,linear_attention,4096,False,False,ok,,4082186
input4_layer43,16-32K,72641,4,4,prefill_chunk,4096,43,full_attention,4096,False,False,ok,,2541913
input4_layer44,16-32K,72641,4,4,prefill_chunk,4096,44,linear_attention,4096,False,False,ok,,4112986
input4_layer45,16-32K,72641,4,4,prefill_chunk,4096,45,linear_attention,4096,False,False,ok,,4231118
input4_layer46,16-32K,72641,4,4,prefill_chunk,4096,46,linear_attention,4096,False,False,ok,,4201478
input4_layer47,16-32K,72641,4,4,prefill_chunk,4096,47,full_attention,4096,False,False,ok,,2600273
input4_layer48,16-32K,72641,4,4,prefill_chunk,4096,48,linear_attention,4096,False,False,ok,,4212808
input4_layer49,16-32K,72641,4,4,prefill_chunk,4096,49,linear_attention,4096,False,False,ok,,4209827
input4_layer50,16-32K,72641,4,4,prefill_chunk,4096,50,linear_attention,4096,False,False,ok,,4324868
input4_layer51,16-32K,72641,4,4,prefill_chunk,4096,51,full_attention,4096,False,False,ok,,2582273
input4_layer52,16-32K,72641,4,4,prefill_chunk,4096,52,linear_attention,4096,False,False,ok,,4234127
input4_layer53,16-32K,72641,4,4,prefill_chunk,4096,53,linear_attention,4096,False,False,ok,,4193868
input4_layer54,16-32K,72641,4,4,prefill_chunk,4096,54,linear_attention,4096,False,False,ok,,4201507
input4_layer55,16-32K,72641,4,4,prefill_chunk,4096,55,full_attention,4096,False,False,ok,,2605194
input4_layer56,16-32K,72641,4,4,prefill_chunk,4096,56,linear_attention,4096,False,False,ok,,4238028
input4_layer57,16-32K,72641,4,4,prefill_chunk,4096,57,linear_attention,4096,False,False,ok,,4218158
input4_layer58,16-32K,72641,4,4,prefill_chunk,4096,58,linear_attention,4096,False,False,ok,,4234588
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,True,True,ok,,5103075053
input4_layer60,16-32K,72641,4,4,prefill_chunk,4096,60,linear_attention,4096,False,False,ok,,4116937
input4_layer61,16-32K,72641,4,4,prefill_chunk,4096,61,linear_attention,4096,False,False,ok,,3848274
input4_layer62,16-32K,72641,4,4,prefill_chunk,4096,62,linear_attention,4096,False,False,ok,,3805744
input4_layer63,16-32K,72641,4,4,prefill_chunk,4096,63,full_attention,4096,False,False,ok,,2397131
input5_layer0,16-32K,72641,5,5,prefill_chunk,4096,0,linear_attention,4096,False,False,ok,,6463178
input5_layer1,16-32K,72641,5,5,prefill_chunk,4096,1,linear_attention,4096,False,False,ok,,3836564
input5_layer2,16-32K,72641,5,5,prefill_chunk,4096,2,linear_attention,4096,False,False,ok,,3789363
input5_layer3,16-32K,72641,5,5,prefill_chunk,4096,3,full_attention,4096,False,False,ok,,2425731
input5_layer4,16-32K,72641,5,5,prefill_chunk,4096,4,linear_attention,4096,False,False,ok,,4033656
input5_layer5,16-32K,72641,5,5,prefill_chunk,4096,5,linear_attention,4096,False,False,ok,,3827674
