event_id,context,pid,engine_step_id,forward_id,phase,total_num_scheduled_tokens,layer_id,layer_type,q_len,matched,instrumented,status,error,duration_ns
input2_layer7,8-16K,70882,2,2,prefill_chunk,4096,7,full_attention,4096,False,False,ok,,2533563
input2_layer8,8-16K,70882,2,2,prefill_chunk,4096,8,linear_attention,4096,False,False,ok,,3906255
input2_layer9,8-16K,70882,2,2,prefill_chunk,4096,9,linear_attention,4096,False,False,ok,,3856835
input2_layer10,8-16K,70882,2,2,prefill_chunk,4096,10,linear_attention,4096,False,False,ok,,3889664
input2_layer11,8-16K,70882,2,2,prefill_chunk,4096,11,full_attention,4096,False,False,ok,,2433611
input2_layer12,8-16K,70882,2,2,prefill_chunk,4096,12,linear_attention,4096,False,False,ok,,3902815
input2_layer13,8-16K,70882,2,2,prefill_chunk,4096,13,linear_attention,4096,False,False,ok,,3906724
input2_layer14,8-16K,70882,2,2,prefill_chunk,4096,14,linear_attention,4096,False,False,ok,,3885865
input2_layer15,8-16K,70882,2,2,prefill_chunk,4096,15,full_attention,4096,False,False,ok,,2411211
input2_layer16,8-16K,70882,2,2,prefill_chunk,4096,16,linear_attention,4096,False,False,ok,,3910045
input2_layer17,8-16K,70882,2,2,prefill_chunk,4096,17,linear_attention,4096,False,False,ok,,3853114
input2_layer18,8-16K,70882,2,2,prefill_chunk,4096,18,linear_attention,4096,False,False,ok,,3885294
input2_layer19,8-16K,70882,2,2,prefill_chunk,4096,19,full_attention,4096,False,False,ok,,2434881
input2_layer20,8-16K,70882,2,2,prefill_chunk,4096,20,linear_attention,4096,False,False,ok,,4041816
input2_layer21,8-16K,70882,2,2,prefill_chunk,4096,21,linear_attention,4096,False,False,ok,,3907914
input2_layer22,8-16K,70882,2,2,prefill_chunk,4096,22,linear_attention,4096,False,False,ok,,3936175
input2_layer23,8-16K,70882,2,2,prefill_chunk,4096,23,full_attention,4096,False,False,ok,,2462451
input2_layer24,8-16K,70882,2,2,prefill_chunk,4096,24,linear_attention,4096,False,False,ok,,4001675
input2_layer25,8-16K,70882,2,2,prefill_chunk,4096,25,linear_attention,4096,False,False,ok,,3968705
input2_layer26,8-16K,70882,2,2,prefill_chunk,4096,26,linear_attention,4096,False,False,ok,,3959825
input2_layer27,8-16K,70882,2,2,prefill_chunk,4096,27,full_attention,4096,False,False,ok,,2479202
input2_layer28,8-16K,70882,2,2,prefill_chunk,4096,28,linear_attention,4096,False,False,ok,,3981025
input2_layer29,8-16K,70882,2,2,prefill_chunk,4096,29,linear_attention,4096,False,False,ok,,3988115
input2_layer30,8-16K,70882,2,2,prefill_chunk,4096,30,linear_attention,4096,False,False,ok,,3965086
input2_layer31,8-16K,70882,2,2,prefill_chunk,4096,31,full_attention,4096,False,False,ok,,3035107
input2_layer32,8-16K,70882,2,2,prefill_chunk,4096,32,linear_attention,4096,False,False,ok,,4913194
input2_layer33,8-16K,70882,2,2,prefill_chunk,4096,33,linear_attention,4096,False,False,ok,,4084517
input2_layer34,8-16K,70882,2,2,prefill_chunk,4096,34,linear_attention,4096,False,False,ok,,4069826
input2_layer35,8-16K,70882,2,2,prefill_chunk,4096,35,full_attention,4096,False,False,ok,,2619954
input2_layer36,8-16K,70882,2,2,prefill_chunk,4096,36,linear_attention,4096,False,False,ok,,4167927
input2_layer37,8-16K,70882,2,2,prefill_chunk,4096,37,linear_attention,4096,False,False,ok,,4085706
input2_layer38,8-16K,70882,2,2,prefill_chunk,4096,38,linear_attention,4096,False,False,ok,,4209247
input2_layer39,8-16K,70882,2,2,prefill_chunk,4096,39,full_attention,4096,False,False,ok,,2599823
input2_layer40,8-16K,70882,2,2,prefill_chunk,4096,40,linear_attention,4096,False,False,ok,,4112026
input2_layer41,8-16K,70882,2,2,prefill_chunk,4096,41,linear_attention,4096,False,False,ok,,4054946
input2_layer42,8-16K,70882,2,2,prefill_chunk,4096,42,linear_attention,4096,False,False,ok,,4091486
input2_layer43,8-16K,70882,2,2,prefill_chunk,4096,43,full_attention,4096,False,False,ok,,2565403
input2_layer44,8-16K,70882,2,2,prefill_chunk,4096,44,linear_attention,4096,False,False,ok,,4113997
input2_layer45,8-16K,70882,2,2,prefill_chunk,4096,45,linear_attention,4096,False,False,ok,,4121497
input2_layer46,8-16K,70882,2,2,prefill_chunk,4096,46,linear_attention,4096,False,False,ok,,4131117
input2_layer47,8-16K,70882,2,2,prefill_chunk,4096,47,full_attention,4096,False,False,ok,,2611094
input2_layer48,8-16K,70882,2,2,prefill_chunk,4096,48,linear_attention,4096,False,False,ok,,4227288
input2_layer49,8-16K,70882,2,2,prefill_chunk,4096,49,linear_attention,4096,False,False,ok,,4167787
input2_layer50,8-16K,70882,2,2,prefill_chunk,4096,50,linear_attention,4096,False,False,ok,,4150387
input2_layer51,8-16K,70882,2,2,prefill_chunk,4096,51,full_attention,4096,False,False,ok,,2588993
input2_layer52,8-16K,70882,2,2,prefill_chunk,4096,52,linear_attention,4096,False,False,ok,,4166517
input2_layer53,8-16K,70882,2,2,prefill_chunk,4096,53,linear_attention,4096,False,False,ok,,4160848
input2_layer54,8-16K,70882,2,2,prefill_chunk,4096,54,linear_attention,4096,False,False,ok,,4171228
input2_layer55,8-16K,70882,2,2,prefill_chunk,4096,55,full_attention,4096,False,False,ok,,2608964
input2_layer56,8-16K,70882,2,2,prefill_chunk,4096,56,linear_attention,4096,False,False,ok,,4350318
input2_layer57,8-16K,70882,2,2,prefill_chunk,4096,57,linear_attention,4096,False,False,ok,,4197237
input2_layer58,8-16K,70882,2,2,prefill_chunk,4096,58,linear_attention,4096,False,False,ok,,4319479
input2_layer59,8-16K,70882,2,2,prefill_chunk,4096,59,full_attention,4096,False,False,ok,,2621703
input2_layer60,8-16K,70882,2,2,prefill_chunk,4096,60,linear_attention,4096,False,False,ok,,4282248
input2_layer61,8-16K,70882,2,2,prefill_chunk,4096,61,linear_attention,4096,False,False,ok,,4183098
input2_layer62,8-16K,70882,2,2,prefill_chunk,4096,62,linear_attention,4096,False,False,ok,,4198767
input2_layer63,8-16K,70882,2,2,prefill_chunk,4096,63,full_attention,4096,False,False,ok,,2609303
input3_layer0,8-16K,70882,3,3,prefill_chunk,4096,0,linear_attention,4096,False,False,ok,,6702089
input3_layer1,8-16K,70882,3,3,prefill_chunk,4096,1,linear_attention,4096,False,False,ok,,3830344
input3_layer2,8-16K,70882,3,3,prefill_chunk,4096,2,linear_attention,4096,False,False,ok,,3762284
input3_layer3,8-16K,70882,3,3,prefill_chunk,4096,3,full_attention,4096,False,False,ok,,2445342
input3_layer4,8-16K,70882,3,3,prefill_chunk,4096,4,linear_attention,4096,False,False,ok,,3814584
input3_layer5,8-16K,70882,3,3,prefill_chunk,4096,5,linear_attention,4096,False,False,ok,,3811674
input3_layer6,8-16K,70882,3,3,prefill_chunk,4096,6,linear_attention,4096,False,False,ok,,3842664
input3_layer7,8-16K,70882,3,3,prefill_chunk,4096,7,full_attention,4096,False,False,ok,,2564813
input3_layer8,8-16K,70882,3,3,prefill_chunk,4096,8,linear_attention,4096,False,False,ok,,4146497
input3_layer9,8-16K,70882,3,3,prefill_chunk,4096,9,linear_attention,4096,False,False,ok,,3934085
input3_layer10,8-16K,70882,3,3,prefill_chunk,4096,10,linear_attention,4096,False,False,ok,,3887304
input3_layer11,8-16K,70882,3,3,prefill_chunk,4096,11,full_attention,4096,False,False,ok,,2613173
input3_layer12,8-16K,70882,3,3,prefill_chunk,4096,12,linear_attention,4096,False,False,ok,,4015255
input3_layer13,8-16K,70882,3,3,prefill_chunk,4096,13,linear_attention,4096,False,False,ok,,3842245
input3_layer14,8-16K,70882,3,3,prefill_chunk,4096,14,linear_attention,4096,False,False,ok,,3877855
input3_layer15,8-16K,70882,3,3,prefill_chunk,4096,15,full_attention,4096,False,False,ok,,2763865
input3_layer16,8-16K,70882,3,3,prefill_chunk,4096,16,linear_attention,4096,False,False,ok,,4395300
input3_layer17,8-16K,70882,3,3,prefill_chunk,4096,17,linear_attention,4096,False,False,ok,,4232867
input3_layer18,8-16K,70882,3,3,prefill_chunk,4096,18,linear_attention,4096,False,False,ok,,4228627
input3_layer19,8-16K,70882,3,3,prefill_chunk,4096,19,full_attention,4096,False,False,ok,,2650463
input3_layer20,8-16K,70882,3,3,prefill_chunk,4096,20,linear_attention,4096,False,False,ok,,4533840
input3_layer21,8-16K,70882,3,3,prefill_chunk,4096,21,linear_attention,4096,False,False,ok,,4140647
input3_layer22,8-16K,70882,3,3,prefill_chunk,4096,22,linear_attention,4096,False,False,ok,,3997105
input3_layer23,8-16K,70882,3,3,prefill_chunk,4096,23,full_attention,4096,False,False,ok,,2643923
input3_layer24,8-16K,70882,3,3,prefill_chunk,4096,24,linear_attention,4096,False,False,ok,,4468580
input3_layer25,8-16K,70882,3,3,prefill_chunk,4096,25,linear_attention,4096,False,False,ok,,4505780
input3_layer26,8-16K,70882,3,3,prefill_chunk,4096,26,linear_attention,4096,False,False,ok,,4584921
input3_layer27,8-16K,70882,3,3,prefill_chunk,4096,27,full_attention,4096,False,False,ok,,2894455
input3_layer28,8-16K,70882,3,3,prefill_chunk,4096,28,linear_attention,4096,False,False,ok,,5178406
input3_layer29,8-16K,70882,3,3,prefill_chunk,4096,29,linear_attention,4096,False,False,ok,,4841513
input3_layer30,8-16K,70882,3,3,prefill_chunk,4096,30,linear_attention,4096,False,False,ok,,4025335
input3_layer31,8-16K,70882,3,3,prefill_chunk,4096,31,full_attention,4096,False,False,ok,,2596723
input3_layer32,8-16K,70882,3,3,prefill_chunk,4096,32,linear_attention,4096,False,False,ok,,4053246
input3_layer33,8-16K,70882,3,3,prefill_chunk,4096,33,linear_attention,4096,False,False,ok,,4038076
input3_layer34,8-16K,70882,3,3,prefill_chunk,4096,34,linear_attention,4096,False,False,ok,,4040765
input3_layer35,8-16K,70882,3,3,prefill_chunk,4096,35,full_attention,4096,False,False,ok,,2520443
input3_layer36,8-16K,70882,3,3,prefill_chunk,4096,36,linear_attention,4096,False,False,ok,,4057496
input3_layer37,8-16K,70882,3,3,prefill_chunk,4096,37,linear_attention,4096,False,False,ok,,4015565
input3_layer38,8-16K,70882,3,3,prefill_chunk,4096,38,linear_attention,4096,False,False,ok,,4013946
input3_layer39,8-16K,70882,3,3,prefill_chunk,4096,39,full_attention,4096,False,False,ok,,2487912
input3_layer40,8-16K,70882,3,3,prefill_chunk,4096,40,linear_attention,4096,False,False,ok,,4028216
input3_layer41,8-16K,70882,3,3,prefill_chunk,4096,41,linear_attention,4096,False,False,ok,,4045907
input3_layer42,8-16K,70882,3,3,prefill_chunk,4096,42,linear_attention,4096,False,False,ok,,4036945
input3_layer43,8-16K,70882,3,3,prefill_chunk,4096,43,full_attention,4096,False,False,ok,,2543873
input3_layer44,8-16K,70882,3,3,prefill_chunk,4096,44,linear_attention,4096,False,False,ok,,4241687
input3_layer45,8-16K,70882,3,3,prefill_chunk,4096,45,linear_attention,4096,False,False,ok,,4178397
input3_layer46,8-16K,70882,3,3,prefill_chunk,4096,46,linear_attention,4096,False,False,ok,,4151267
input3_layer47,8-16K,70882,3,3,prefill_chunk,4096,47,full_attention,4096,False,False,ok,,2687934
input3_layer48,8-16K,70882,3,3,prefill_chunk,4096,48,linear_attention,4096,False,False,ok,,4259898
input3_layer49,8-16K,70882,3,3,prefill_chunk,4096,49,linear_attention,4096,False,False,ok,,4204547
input3_layer50,8-16K,70882,3,3,prefill_chunk,4096,50,linear_attention,4096,False,False,ok,,4215068
input3_layer51,8-16K,70882,3,3,prefill_chunk,4096,51,full_attention,4096,False,False,ok,,2620414
input3_layer52,8-16K,70882,3,3,prefill_chunk,4096,52,linear_attention,4096,False,False,ok,,4252808
input3_layer53,8-16K,70882,3,3,prefill_chunk,4096,53,linear_attention,4096,False,False,ok,,4203648
input3_layer54,8-16K,70882,3,3,prefill_chunk,4096,54,linear_attention,4096,False,False,ok,,4227408
input3_layer55,8-16K,70882,3,3,prefill_chunk,4096,55,full_attention,4096,False,False,ok,,2616223
input3_layer56,8-16K,70882,3,3,prefill_chunk,4096,56,linear_attention,4096,False,False,ok,,4239757
input3_layer57,8-16K,70882,3,3,prefill_chunk,4096,57,linear_attention,4096,False,False,ok,,4206508
input3_layer58,8-16K,70882,3,3,prefill_chunk,4096,58,linear_attention,4096,False,False,ok,,4206217
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,True,True,ok,,3595096051
input3_layer60,8-16K,70882,3,3,prefill_chunk,4096,60,linear_attention,4096,False,False,ok,,4200088
input3_layer61,8-16K,70882,3,3,prefill_chunk,4096,61,linear_attention,4096,False,False,ok,,3851714
input3_layer62,8-16K,70882,3,3,prefill_chunk,4096,62,linear_attention,4096,False,False,ok,,3954975
input3_layer63,8-16K,70882,3,3,prefill_chunk,4096,63,full_attention,4096,False,False,ok,,2444781
input4_layer0,8-16K,70882,4,4,prefill_chunk,1685,0,linear_attention,1685,False,False,ok,,21626073
input4_layer1,8-16K,70882,4,4,prefill_chunk,1685,1,linear_attention,1685,False,False,ok,,3919885
input4_layer2,8-16K,70882,4,4,prefill_chunk,1685,2,linear_attention,1685,False,False,ok,,3821214
input4_layer3,8-16K,70882,4,4,prefill_chunk,1685,3,full_attention,1685,False,False,ok,,19076039
input4_layer4,8-16K,70882,4,4,prefill_chunk,1685,4,linear_attention,1685,False,False,ok,,4322698
input4_layer5,8-16K,70882,4,4,prefill_chunk,1685,5,linear_attention,1685,False,False,ok,,3850814
input4_layer6,8-16K,70882,4,4,prefill_chunk,1685,6,linear_attention,1685,False,False,ok,,3838664
input4_layer7,8-16K,70882,4,4,prefill_chunk,1685,7,full_attention,1685,False,False,ok,,2462452
input4_layer8,8-16K,70882,4,4,prefill_chunk,1685,8,linear_attention,1685,False,False,ok,,3887364
input4_layer9,8-16K,70882,4,4,prefill_chunk,1685,9,linear_attention,1685,False,False,ok,,3839274
input4_layer10,8-16K,70882,4,4,prefill_chunk,1685,10,linear_attention,1685,False,False,ok,,3865274
input4_layer11,8-16K,70882,4,4,prefill_chunk,1685,11,full_attention,1685,False,False,ok,,2444581
input4_layer12,8-16K,70882,4,4,prefill_chunk,1685,12,linear_attention,1685,False,False,ok,,3884635
input4_layer13,8-16K,70882,4,4,prefill_chunk,1685,13,linear_attention,1685,False,False,ok,,3858234
input4_layer14,8-16K,70882,4,4,prefill_chunk,1685,14,linear_attention,1685,False,False,ok,,3830874
input4_layer15,8-16K,70882,4,4,prefill_chunk,1685,15,full_attention,1685,False,False,ok,,2416771
input4_layer16,8-16K,70882,4,4,prefill_chunk,1685,16,linear_attention,1685,False,False,ok,,3862844
input4_layer17,8-16K,70882,4,4,prefill_chunk,1685,17,linear_attention,1685,False,False,ok,,3893284
input4_layer18,8-16K,70882,4,4,prefill_chunk,1685,18,linear_attention,1685,False,False,ok,,3934465
input4_layer19,8-16K,70882,4,4,prefill_chunk,1685,19,full_attention,1685,False,False,ok,,2462411
input4_layer20,8-16K,70882,4,4,prefill_chunk,1685,20,linear_attention,1685,False,False,ok,,3927746
input4_layer21,8-16K,70882,4,4,prefill_chunk,1685,21,linear_attention,1685,False,False,ok,,3911444
input4_layer22,8-16K,70882,4,4,prefill_chunk,1685,22,linear_attention,1685,False,False,ok,,5087466
input4_layer23,8-16K,70882,4,4,prefill_chunk,1685,23,full_attention,1685,False,False,ok,,2675774
input4_layer24,8-16K,70882,4,4,prefill_chunk,1685,24,linear_attention,1685,False,False,ok,,4137587
input4_layer25,8-16K,70882,4,4,prefill_chunk,1685,25,linear_attention,1685,False,False,ok,,3994976
input4_layer26,8-16K,70882,4,4,prefill_chunk,1685,26,linear_attention,1685,False,False,ok,,4000016
input4_layer27,8-16K,70882,4,4,prefill_chunk,1685,27,full_attention,1685,False,False,ok,,2525133
input4_layer28,8-16K,70882,4,4,prefill_chunk,1685,28,linear_attention,1685,False,False,ok,,4066456
input4_layer29,8-16K,70882,4,4,prefill_chunk,1685,29,linear_attention,1685,False,False,ok,,4006676
input4_layer30,8-16K,70882,4,4,prefill_chunk,1685,30,linear_attention,1685,False,False,ok,,4013696
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,True,True,ok,,793857365
input4_layer32,8-16K,70882,4,4,prefill_chunk,1685,32,linear_attention,1685,False,False,ok,,4008986
input4_layer33,8-16K,70882,4,4,prefill_chunk,1685,33,linear_attention,1685,False,False,ok,,3776873
input4_layer34,8-16K,70882,4,4,prefill_chunk,1685,34,linear_attention,1685,False,False,ok,,3779353
input4_layer35,8-16K,70882,4,4,prefill_chunk,1685,35,full_attention,1685,False,False,ok,,2409921
input4_layer36,8-16K,70882,4,4,prefill_chunk,1685,36,linear_attention,1685,False,False,ok,,3784334
input4_layer37,8-16K,70882,4,4,prefill_chunk,1685,37,linear_attention,1685,False,False,ok,,3806964
input4_layer38,8-16K,70882,4,4,prefill_chunk,1685,38,linear_attention,1685,False,False,ok,,3811324
input4_layer39,8-16K,70882,4,4,prefill_chunk,1685,39,full_attention,1685,False,False,ok,,2412502
input4_layer40,8-16K,70882,4,4,prefill_chunk,1685,40,linear_attention,1685,False,False,ok,,3989796
input4_layer41,8-16K,70882,4,4,prefill_chunk,1685,41,linear_attention,1685,False,False,ok,,3856464
input4_layer42,8-16K,70882,4,4,prefill_chunk,1685,42,linear_attention,1685,False,False,ok,,3846915
input4_layer43,8-16K,70882,4,4,prefill_chunk,1685,43,full_attention,1685,False,False,ok,,2439571
input4_layer44,8-16K,70882,4,4,prefill_chunk,1685,44,linear_attention,1685,False,False,ok,,3854345
input4_layer45,8-16K,70882,4,4,prefill_chunk,1685,45,linear_attention,1685,False,False,ok,,3823804
input4_layer46,8-16K,70882,4,4,prefill_chunk,1685,46,linear_attention,1685,False,False,ok,,3832004
input4_layer47,8-16K,70882,4,4,prefill_chunk,1685,47,full_attention,1685,False,False,ok,,2420471
input4_layer48,8-16K,70882,4,4,prefill_chunk,1685,48,linear_attention,1685,False,False,ok,,3863154
input4_layer49,8-16K,70882,4,4,prefill_chunk,1685,49,linear_attention,1685,False,False,ok,,3875724
input4_layer50,8-16K,70882,4,4,prefill_chunk,1685,50,linear_attention,1685,False,False,ok,,3878264
input4_layer51,8-16K,70882,4,4,prefill_chunk,1685,51,full_attention,1685,False,False,ok,,2439631
input4_layer52,8-16K,70882,4,4,prefill_chunk,1685,52,linear_attention,1685,False,False,ok,,3907775
input4_layer53,8-16K,70882,4,4,prefill_chunk,1685,53,linear_attention,1685,False,False,ok,,3871715
input4_layer54,8-16K,70882,4,4,prefill_chunk,1685,54,linear_attention,1685,False,False,ok,,3856794
input4_layer55,8-16K,70882,4,4,prefill_chunk,1685,55,full_attention,1685,False,False,ok,,2427392
input4_layer56,8-16K,70882,4,4,prefill_chunk,1685,56,linear_attention,1685,False,False,ok,,3915235
input4_layer57,8-16K,70882,4,4,prefill_chunk,1685,57,linear_attention,1685,False,False,ok,,3922035
input4_layer58,8-16K,70882,4,4,prefill_chunk,1685,58,linear_attention,1685,False,False,ok,,4059106
input4_layer59,8-16K,70882,4,4,prefill_chunk,1685,59,full_attention,1685,False,False,ok,,2462532
input4_layer60,8-16K,70882,4,4,prefill_chunk,1685,60,linear_attention,1685,False,False,ok,,3953095
input4_layer61,8-16K,70882,4,4,prefill_chunk,1685,61,linear_attention,1685,False,False,ok,,3945775
input4_layer62,8-16K,70882,4,4,prefill_chunk,1685,62,linear_attention,1685,False,False,ok,,3909905
input4_layer63,8-16K,70882,4,4,prefill_chunk,1685,63,full_attention,1685,False,False,ok,,2442492
input5_layer0,8-16K,70882,5,5,decode,1,0,linear_attention,1,False,False,ok,,275134428
input5_layer1,8-16K,70882,5,5,decode,1,1,linear_attention,1,False,False,ok,,59876873
input5_layer2,8-16K,70882,5,5,decode,1,2,linear_attention,1,False,False,ok,,1888647
input5_layer3,8-16K,70882,5,5,decode,1,3,full_attention,1,False,False,ok,,206790750
input5_layer4,8-16K,70882,5,5,decode,1,4,linear_attention,1,False,False,ok,,2072018
input5_layer5,8-16K,70882,5,5,decode,1,5,linear_attention,1,False,False,ok,,1856526
input5_layer6,8-16K,70882,5,5,decode,1,6,linear_attention,1,False,False,ok,,1873867
