event_id,context,pid,engine_step_id,forward_id,phase,total_num_scheduled_tokens,layer_id,layer_type,q_len,hidden_shape_in,residual_shape_in,positions_shape,hidden_shape_out,residual_shape_out,matched,fx_sampled,fx_traced,fx_trace_status,fx_node_count,trace_dir,error,duration_ns
input1_layer11,8-16K,50198,1,1,prefill_chunk,4096,11,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2267180
input1_layer12,8-16K,50198,1,1,prefill_chunk,4096,12,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3479151
input1_layer13,8-16K,50198,1,1,prefill_chunk,4096,13,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3489702
input1_layer14,8-16K,50198,1,1,prefill_chunk,4096,14,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3493901
input1_layer15,8-16K,50198,1,1,prefill_chunk,4096,15,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2271171
input1_layer16,8-16K,50198,1,1,prefill_chunk,4096,16,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3512092
input1_layer17,8-16K,50198,1,1,prefill_chunk,4096,17,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3530921
input1_layer18,8-16K,50198,1,1,prefill_chunk,4096,18,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3494021
input1_layer19,8-16K,50198,1,1,prefill_chunk,4096,19,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2294200
input1_layer20,8-16K,50198,1,1,prefill_chunk,4096,20,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3778223
input1_layer21,8-16K,50198,1,1,prefill_chunk,4096,21,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3546162
input1_layer22,8-16K,50198,1,1,prefill_chunk,4096,22,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3535241
input1_layer23,8-16K,50198,1,1,prefill_chunk,4096,23,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2295131
input1_layer24,8-16K,50198,1,1,prefill_chunk,4096,24,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3580531
input1_layer25,8-16K,50198,1,1,prefill_chunk,4096,25,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3554142
input1_layer26,8-16K,50198,1,1,prefill_chunk,4096,26,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3570202
input1_layer27,8-16K,50198,1,1,prefill_chunk,4096,27,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2302420
input1_layer28,8-16K,50198,1,1,prefill_chunk,4096,28,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3598692
input1_layer29,8-16K,50198,1,1,prefill_chunk,4096,29,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3569392
input1_layer30,8-16K,50198,1,1,prefill_chunk,4096,30,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3553771
input1_layer31,8-16K,50198,1,1,prefill_chunk,4096,31,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2311401
input1_layer32,8-16K,50198,1,1,prefill_chunk,4096,32,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3605013
input1_layer33,8-16K,50198,1,1,prefill_chunk,4096,33,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3654213
input1_layer34,8-16K,50198,1,1,prefill_chunk,4096,34,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3608412
input1_layer35,8-16K,50198,1,1,prefill_chunk,4096,35,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2302051
input1_layer36,8-16K,50198,1,1,prefill_chunk,4096,36,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3598092
input1_layer37,8-16K,50198,1,1,prefill_chunk,4096,37,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3716894
input1_layer38,8-16K,50198,1,1,prefill_chunk,4096,38,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3602752
input1_layer39,8-16K,50198,1,1,prefill_chunk,4096,39,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2327091
input1_layer40,8-16K,50198,1,1,prefill_chunk,4096,40,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3628912
input1_layer41,8-16K,50198,1,1,prefill_chunk,4096,41,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3633792
input1_layer42,8-16K,50198,1,1,prefill_chunk,4096,42,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3629472
input1_layer43,8-16K,50198,1,1,prefill_chunk,4096,43,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2352501
input1_layer44,8-16K,50198,1,1,prefill_chunk,4096,44,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3680363
input1_layer45,8-16K,50198,1,1,prefill_chunk,4096,45,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3658692
input1_layer46,8-16K,50198,1,1,prefill_chunk,4096,46,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3653822
input1_layer47,8-16K,50198,1,1,prefill_chunk,4096,47,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2363422
input1_layer48,8-16K,50198,1,1,prefill_chunk,4096,48,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3720523
input1_layer49,8-16K,50198,1,1,prefill_chunk,4096,49,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3685522
input1_layer50,8-16K,50198,1,1,prefill_chunk,4096,50,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3674373
input1_layer51,8-16K,50198,1,1,prefill_chunk,4096,51,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2379921
input1_layer52,8-16K,50198,1,1,prefill_chunk,4096,52,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3710833
input1_layer53,8-16K,50198,1,1,prefill_chunk,4096,53,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3732123
input1_layer54,8-16K,50198,1,1,prefill_chunk,4096,54,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3855835
input1_layer55,8-16K,50198,1,1,prefill_chunk,4096,55,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2409931
input1_layer56,8-16K,50198,1,1,prefill_chunk,4096,56,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3757844
input1_layer57,8-16K,50198,1,1,prefill_chunk,4096,57,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3741683
input1_layer58,8-16K,50198,1,1,prefill_chunk,4096,58,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3729653
input1_layer59,8-16K,50198,1,1,prefill_chunk,4096,59,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2407352
input1_layer60,8-16K,50198,1,1,prefill_chunk,4096,60,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3748943
input1_layer61,8-16K,50198,1,1,prefill_chunk,4096,61,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3729664
input1_layer62,8-16K,50198,1,1,prefill_chunk,4096,62,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3741173
input1_layer63,8-16K,50198,1,1,prefill_chunk,4096,63,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2449012
input2_layer0,8-16K,50198,2,2,prefill_chunk,4096,0,linear_attention,4096,"[4096,5120]",null,"[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,6507968
input2_layer1,8-16K,50198,2,2,prefill_chunk,4096,1,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,7297425
input2_layer2,8-16K,50198,2,2,prefill_chunk,4096,2,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3450661
input2_layer3,8-16K,50198,2,2,prefill_chunk,4096,3,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2341370
input2_layer4,8-16K,50198,2,2,prefill_chunk,4096,4,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3451231
input2_layer5,8-16K,50198,2,2,prefill_chunk,4096,5,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3461141
input2_layer6,8-16K,50198,2,2,prefill_chunk,4096,6,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3461761
input2_layer7,8-16K,50198,2,2,prefill_chunk,4096,7,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2289091
input2_layer8,8-16K,50198,2,2,prefill_chunk,4096,8,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3496551
input2_layer9,8-16K,50198,2,2,prefill_chunk,4096,9,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3492951
input2_layer10,8-16K,50198,2,2,prefill_chunk,4096,10,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3505291
input2_layer11,8-16K,50198,2,2,prefill_chunk,4096,11,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2264970
input2_layer12,8-16K,50198,2,2,prefill_chunk,4096,12,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3526042
input2_layer13,8-16K,50198,2,2,prefill_chunk,4096,13,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3508461
input2_layer14,8-16K,50198,2,2,prefill_chunk,4096,14,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3550031
input2_layer15,8-16K,50198,2,2,prefill_chunk,4096,15,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2283881
input2_layer16,8-16K,50198,2,2,prefill_chunk,4096,16,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3579082
input2_layer17,8-16K,50198,2,2,prefill_chunk,4096,17,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3551901
input2_layer18,8-16K,50198,2,2,prefill_chunk,4096,18,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3575592
input2_layer19,8-16K,50198,2,2,prefill_chunk,4096,19,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2322361
input2_layer20,8-16K,50198,2,2,prefill_chunk,4096,20,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3752264
input2_layer21,8-16K,50198,2,2,prefill_chunk,4096,21,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3578972
input2_layer22,8-16K,50198,2,2,prefill_chunk,4096,22,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3587502
input2_layer23,8-16K,50198,2,2,prefill_chunk,4096,23,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2319390
input2_layer24,8-16K,50198,2,2,prefill_chunk,4096,24,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3622273
input2_layer25,8-16K,50198,2,2,prefill_chunk,4096,25,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3605492
input2_layer26,8-16K,50198,2,2,prefill_chunk,4096,26,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3612372
input2_layer27,8-16K,50198,2,2,prefill_chunk,4096,27,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2347831
input2_layer28,8-16K,50198,2,2,prefill_chunk,4096,28,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3638942
input2_layer29,8-16K,50198,2,2,prefill_chunk,4096,29,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3631143
input2_layer30,8-16K,50198,2,2,prefill_chunk,4096,30,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3646422
input2_layer31,8-16K,50198,2,2,prefill_chunk,4096,31,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2363801
input2_layer32,8-16K,50198,2,2,prefill_chunk,4096,32,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3705923
input2_layer33,8-16K,50198,2,2,prefill_chunk,4096,33,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3700863
input2_layer34,8-16K,50198,2,2,prefill_chunk,4096,34,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3700313
input2_layer35,8-16K,50198,2,2,prefill_chunk,4096,35,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2397961
input2_layer36,8-16K,50198,2,2,prefill_chunk,4096,36,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3736614
input2_layer37,8-16K,50198,2,2,prefill_chunk,4096,37,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3722174
input2_layer38,8-16K,50198,2,2,prefill_chunk,4096,38,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3849544
input2_layer39,8-16K,50198,2,2,prefill_chunk,4096,39,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2397381
input2_layer40,8-16K,50198,2,2,prefill_chunk,4096,40,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3773374
input2_layer41,8-16K,50198,2,2,prefill_chunk,4096,41,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3758194
input2_layer42,8-16K,50198,2,2,prefill_chunk,4096,42,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3747074
input2_layer43,8-16K,50198,2,2,prefill_chunk,4096,43,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2404641
input2_layer44,8-16K,50198,2,2,prefill_chunk,4096,44,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3766813
input2_layer45,8-16K,50198,2,2,prefill_chunk,4096,45,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3741004
input2_layer46,8-16K,50198,2,2,prefill_chunk,4096,46,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3776673
input2_layer47,8-16K,50198,2,2,prefill_chunk,4096,47,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2411962
input2_layer48,8-16K,50198,2,2,prefill_chunk,4096,48,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3797594
input2_layer49,8-16K,50198,2,2,prefill_chunk,4096,49,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3772774
input2_layer50,8-16K,50198,2,2,prefill_chunk,4096,50,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3787653
input2_layer51,8-16K,50198,2,2,prefill_chunk,4096,51,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2437512
input2_layer52,8-16K,50198,2,2,prefill_chunk,4096,52,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3809954
input2_layer53,8-16K,50198,2,2,prefill_chunk,4096,53,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3796664
input2_layer54,8-16K,50198,2,2,prefill_chunk,4096,54,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3801864
input2_layer55,8-16K,50198,2,2,prefill_chunk,4096,55,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2439232
input2_layer56,8-16K,50198,2,2,prefill_chunk,4096,56,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3988625
input2_layer57,8-16K,50198,2,2,prefill_chunk,4096,57,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3835454
input2_layer58,8-16K,50198,2,2,prefill_chunk,4096,58,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3860574
input2_layer59,8-16K,50198,2,2,prefill_chunk,4096,59,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2481132
input2_layer60,8-16K,50198,2,2,prefill_chunk,4096,60,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3888204
input2_layer61,8-16K,50198,2,2,prefill_chunk,4096,61,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3903715
input2_layer62,8-16K,50198,2,2,prefill_chunk,4096,62,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3898515
input2_layer63,8-16K,50198,2,2,prefill_chunk,4096,63,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2501272
input3_layer0,8-16K,50198,3,3,prefill_chunk,4096,0,linear_attention,4096,"[4096,5120]",null,"[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,6355497
input3_layer1,8-16K,50198,3,3,prefill_chunk,4096,1,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3604562
input3_layer2,8-16K,50198,3,3,prefill_chunk,4096,2,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3494331
input3_layer3,8-16K,50198,3,3,prefill_chunk,4096,3,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2341481
input3_layer4,8-16K,50198,3,3,prefill_chunk,4096,4,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3503821
input3_layer5,8-16K,50198,3,3,prefill_chunk,4096,5,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3528261
input3_layer6,8-16K,50198,3,3,prefill_chunk,4096,6,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3495531
input3_layer7,8-16K,50198,3,3,prefill_chunk,4096,7,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2286840
input3_layer8,8-16K,50198,3,3,prefill_chunk,4096,8,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3709533
input3_layer9,8-16K,50198,3,3,prefill_chunk,4096,9,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3494512
input3_layer10,8-16K,50198,3,3,prefill_chunk,4096,10,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3523261
input3_layer11,8-16K,50198,3,3,prefill_chunk,4096,11,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2283461
input3_layer12,8-16K,50198,3,3,prefill_chunk,4096,12,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3532461
input3_layer13,8-16K,50198,3,3,prefill_chunk,4096,13,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3517411
input3_layer14,8-16K,50198,3,3,prefill_chunk,4096,14,linear_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,3518761
input3_layer15,8-16K,50198,3,3,prefill_chunk,4096,15,full_attention,4096,"[4096,5120]","[4096,5120]","[3,4096]","[4096,5120]","[4096,5120]",False,False,False,,,,,2285241
